question,subjects
"1. 여기어때컴퍼니에 대하여 궁금한점에 대해 물어보시기에 직무관련하여 성실히 답변드렸습니다. 2. 여자친구 유무(이 점에 대하여 조금 상세하게 물어보셔서 당황...)와 흡연유무, 주량 등을 물어보시기 에 좀 의아한 부분이 있었지만, 이 또한 최대한 잘 답변드렸습니다. 3. 직무관련 기술적인 내용 - 잘 답변드린것도 있지만, 버벅이거나 조금 돌려서 말하는 경우도 있었는데 그래도 결과가 좋아서 놀랐습니다.",{}
"압박 면접, 지원자를 배려하지 않는다. 여러 회사 면접 중 가장 불쾌했다",{}
너무 많아서 기억 잘 안남 내가 못한것도 잇지만 신입 면접에서 나올법한 것들인지는 모르겠습니다,{}
상황을 정의하여 그 안에서 질문하는 형태. 여러가지 상황이 부여됨,{}
전문 전송 시 동기와 비동기에 대한 차이점 말해주세요.,{}
"과제에 대한 질문, 기술적이다 할 만한 질문이 없습니다. 경험? 기술면접인데 기술 제대로된 기술 질문 없습니다.",{}
그동안의 경력에 대한 질문(해킹방어기술 등),{}
조직이 수평적이지 않을 수 있는데 이럴 경우는 어떻게 할 것인가,{}
해왔던업무를 설명하시오 기술에 대한 설명하시오 성격 등등 장단점 설명,{}
그 동안 수행했던 업무에 대한 평가의견을 물어볼 때 답변이 쉽지 않았음. 어설프게 했던 업무라면 쉽게 답변하기 어려웠을 듯,{}
기술적인 질문들 어렵지 않았음. 해야되는 것과 할것들에 대한 실무적인 질문 위주,{}
전체적으로 어려웠던 질문은 없던것같습니다,{}
이직 사유 기본 IT 기술 및 이론 질문,{}
"자기소개, 어떻게 알고 지원했냐? 개발관련된 질문",{}
"보통 생각되는 노멀한 질문들이라 어려웠던건 딱히없었습니더 ""편안한 분위기에서 면접 봄 너무 긴장하지말고 차분하게 말잘하면 좋은인상을 남 길수가 있는거같음"" 합격 보통 도움이 돼요 0",{}
장점이무엇인가? 에 대해 물어봤고 실무는 많이 물어보지 않았음,{}
"현재 당신이 생각하고 있는 당신의 장점은 무엇인가요??? 채용방식 케이스 면접, 기타 발표시기 7일 후 ""동종 업계에 비해서 합리적인 연봉이 아닌것으로 비추어지고 있음"" 불합격 보통 도움이 돼요 0",{}
"기억에 남는 성공한 프로젝트, 실패한 프로젝트에 대해서 설명하시오.",{}
회사를 정하는 기준 3개 우리가 왜 당신을 뽑아야 되는가? 우리가 무슨 회사인지 아는지?,{}
위드웹에 지원한 이유에 대한 질문이었음.,{}
"이전 회사에서 퇴사했던 이유가 무엇인가요? 본인의 성격은 어떻다고 생각하나요? 발표시기 10일 후 ""직무보다는 인성에 관한 질문이 많음 일에 대한 열정이 많이 필요해 보임"" 불합격 보통 도움이 돼요 0",{}
지금까지 해왔던 업무에 대한 질문을 주로 함,{}
자기 소개서 주로 해왔던 업무들 위주의 질문이라서 어렵지 않았다,{}
스트레스 내성에 강한 편인가? 선약이 있을때 상사나 동료가 업무 요청을 할 경우 어떻게 하겠는가? 업무에 대한 경험과 자신감 등,{}
"기술면접인데 대부분의 질문이 주량, 성격, 그리고 이력서에 기입된 성격에 대한 질문이 주를 이룸",{}
대체적으로는 과거 업무나 인성을 물어봐서 어려운 질문은 없습니다.,{}
크게 어려운 부분은 없었습니다.,{}
자세한 것은 적을 수 없지만 자기가 해온 것을 잘 준비하면 될 것 같습니다. 문제풀이는 모르면 바로 넘 어가고 다음 문제로 넘어가는 게 유리할거 같습니다.,{}
비전공자인데 어떤 부분이 가장 힘들었는지?,{}
"기술에 대한 질문, 인성은 좀 물어봄 전체적으로 자신이 한 기술 스텍을 잘 기억해야함",{}
전공을 배운 계기 이력서에 적힌 경험 애로사항/성취감 실무 경험,{}
대면질문으로 회사에 지원한 이유 회사에 대한 생각 등등 물어봤습니다 질문이많았음,{}
1. 자신이 가장 잘하는 것 2. 자신이 성장하거나 일하는데 가장 도움이 되는 동료 3. 자신이 가장 중요하게 생각하는 점,{}
1. SDD를 설명하시오. 2. 연구주제 소개 3. 코딩 문제 풀기,{}
"가장 힘들때 어떤식으로 극복했는지, 기술적인 질문 여러개, 삶의 철학에 대하여",{}
진행해온 프로젝트에 관련한 질문. 프로젝트를 진행하면서 어떤 이슈가 발생했는지? 어떻게 이슈를 해 결했는지? 그리고 이러이러한 이슈가 발생한다면 어떻게 해결하는게 좋을것인가?,{}
"대면질문에 지금까지 해왔던 일중 가장 자랑스러웠던 일, 다시 태어난다면 하고싶은 것, 커리어중 기억 에 남는 프로젝트가있는지 을 말해보라는 질문이 있었습니다.",{}
왜 이직을 하려고 하나요? 어떤일을 하고 싶나요? 새로운 언어를 하는데에 거부감은 없나요?,{}
좋은 회사란? 좋은 개발자란? 들어오면 무슨 쪽 일 관심 있는지 프로젝트 하면서 이런거 찾아봤나,{}
자기소개,{}
외국어로 내가 살았던 장소와 자주 했던 것에 대한 질문을 받음,{}
분위기가 무거웠으며 공부를 안해서 그런지 질문들이 어려웠습니다.,{}
(들어오시자마자) 질문주세요 이직 사유,{}
자기소개 이후에 바로 문제풀이로 들어갔습니다.,{}
딱히 없음. 기술적 질문보다는 경력에 대한 질문 위주로 진행됨,{}
"전공 이론에 관련된 질문들, 회사 생활에서 발생할 수 있는 상황 대처 질문들 등",{}
- 진행한 프로젝트에 대한 전반적인 내용 설명 - 진행한 프로젝트 설명 중 사용한 기술에 대한 깊게 질문 - 프로젝트 진행하면서 어려웠거나 실패했던 경험,{}
해왔던 일과 다른 분야를 지원한 이유에 대하여 질문을 받았음,{}
"주로 기존 경력에 대해서 설명 및 궁금한 내용에 대한 질문 위주였으며, 특별히 기억나는것은 없었음",{}
이직 동기,{}
본인이 적용하고 싶은 신기술이 있을때 어떻게 대처할것인가,{}
주제를 던져주고 관련해서 알고있는 내용을 전부 말해보라고 한 질문,{}
"프로젝트에 대한 설명, cs 질문, 마지막 하고 싶은말",{}
"본인이 사용한 기술에 대해 잘 알고 있는지 cs도 간간히 질문 채용방식 개인면접 발표시기 14일 후 ""손코딩, 프로젝트 설명 및 관련 기술/이슈에 대한 질문들이 주를 이루었음"" 합격 보통 도움이 돼요 0",{}
"호이스팅에 대한 질문, 클로저에 대한 질문 이전에 해온거에 대한 질문",{}
앞으로 자신의 대한 비전과 회사의 대한 비전 살면서 힘들게 느꼈던것들,{}
"이전에 수행한 프로젝트에서, 이슈가 발생할 수 있는 지점을 짚어 개선점을 생각해본적이 있는지, 지금 다시 하게 된다면 어떻게 해결할 것인지",{}
관련 업무 경험 유무 위 경험에 대해 사용한 툴 등등 구체적이고 자세하게 물어봄 궁극적인 진로/목표,{}
프로젝트 소개 / 왜 현 직장에서 오려고 하는지 / 손코딩 정도,{}
"술 잘먹는지, 꿈이 무엇인지, 기타 문제에 대한 질문들",{}
"일어 구사력을 알아보기 위한 면접이었기 때문에 일어로 기본적인 질문들, 일본 거주 경험에 대해 물어 봄",{}
다소 개발기술과 거리가 질문들이많았음 수학문제를 왜내지?,{}
지원할때 구체적인 업무가 명시되어 있어 이에 대한 내용을 어떻게 할것인지 물어봤고 기존에 했던 프 로젝트에 대해서도 물어보셨습니다.,{}
"인턴 과제에 대해서 매우 깊게 물어봄, 지금까지 어떤 방식으로 공부해왔는지 전부 물어봄, 이력서에 써 놓은 기술 끝없는 꼬리물기 질문,,",{}
왜 지원한 분야에서 일하고 싶은지? / 어려운 기술적 문제를 해결한 경험 / n년 이후 어떤 모습?,{}
"꼼꼼함, 성실함, 그리고 업무와 학과의 연계 방안",{}
"프로젝트 경험, 회사에 기여할 수 있는 것, 이직 계기",{}
"피티 주제, 다른 어플 사용해 본적 있는지, 왜 이러한 자격증은 딴건지, 개발은 해본적잇는지",{}
연구실에서 진행했던 프로젝트가 가장 기억에 남습니다.,{}
기술 면접에서 해당 포지션에서 필요로 하는 기술 관련해서 질문 하는데 기억이 안나네요...ㅋ,{}
최근 관심 가지고 보는 분야는? 프로젝트 경험과 관련 기술 질문,{}
보통 기술에 관한 질문이 많습니다. 면접을 보기전에 지원을 희망하는 부서가 다루는 기술에 대한 기본 지식은 알고 있어야 할것 같습니다.,{}
"전반적인 ML 지식, 경험한 프로젝트들에 대해서 물어봤음",{}
"엘라스틱서치가 왜 검색쪽에서 주로 사용하고 빠른지 원리 설명 디비 인덱스 원리 설명, 대표적인 인덱스 설명, 왜 인덱스를 사용하는가 설명 msa의 장점과 단점, 본인의 견해 설명",{}
본인의 장점에 대해 서술하시오. 나이가 좀 있는데 어린 친구들과 일하는데 문제 없는지.,{}
지원 서류에 작성한 프로젝트와 관련된 질문들 지원한 개발 언어에 대한 전문적인 질문들(전체적으로 수준이 높았음),{}
손코딩 문제 나옴 프로젝트 한거에 대해서 많이 물어봤음 학교 내용좀 많이본듯.,{}
OA실력을 첫째로물어보셨고 둘째로는 비슷한일을 해본적이 있는지 물어보셨습니다. 세번째로는 대학교에서 조별과제시 어떤역할을 주로 맡는지 물어보셨습니다 그리고 계약기간 동안 모두 일할수있는지 물어보셨습니다.,{}
경력 사항 중에 가장 남기고 싶은 하나를 골라서 어떻게 진행했는지 설명해주세요.,{}
"기술 경험 위주 질문, 왜 그렇게 했는가, 어떤 목표를 가졌는가...",{}
진행 했던 업무 중 가장 기억에 남는 일을 기술적인 부분을 중심으로 설명해 주세요.,{}
현 직장에서 하고 있는 업무에 대해서 상세히 설명 부탁드립니다,{}
회사에 대한 포부와 앞으로의 인생계획에 대해서 여러가지 여쭤보셨음,{}
당신이 살면서 가장 안타까웠던 순간은 무엇입니까 왜 그렇게 하지 않았습니까,{}
"직무 및 지원 자격, 우대사항 관련 질문은 하나도 안하고 꼬투리 잡으려는 식으로 질문 함.",{}
압박면접이에요 두명이 들어와서 취조실 같은곳에서 시비조로 말해요,{}
전반적인 백앤드 개발 관련 질문을 받았습니다. 스프링이나 디비 관련 등,{}
"기술면접을 주로 하였으며, 칠판에 써가며 설명했습니다.",{}
간단한 손코딩과 설명 프로젝트 경험 궁금한점,{}
그동안 했던 프로젝트에 대하여 낮은 수준부터 깊은 수준까지 대화를 이어나가며 기술적인면을 물어보 았다.,{}
면접 내용은 기초수준. 질문은 가볍지만 답변은 상세하게 해주길 바라는 듯 본인 업무경력 외 다른 관심분야가 있나요?,{}
"호이스팅에 대해 물어봄, 클로저에 대해서 물어봄",{}
그동안했던 업무에 대해서 1시간 정도 꼬리질문 계속함,{}
"수행했던 프로젝트에 대해 역할과 성과, 개선방향 등을 물으셨습니다.",{}
1. 왜 이직을 하려고 하는지? 2. 입사 후 생각하던 기업 문화가 아닐 경우?,{}
아직까지 1차 면접 결과 대기중입니다.,{}
왜 네이버에 지원했는지/ 앞으로 it시장의 발전에 대해,{}
본인의 자질 등과 관련한 다소 추상적 질문이 많습니다.,{}
했던 프로젝트에 대한 설명 어떤 방식의 개발이 진행되었는지..,{}
기본적인 이론들과 해당 직무에 관한 기본적인 지식들 물어봄,{}
주로 해당직무 기초와 자신이 했던 프로젝트 위주로 이루어짐,{}
복수전공을 한 이유 그리고 졸업논문관련 프로젝트에대해서 물어보셨습니다,{}
이성부분에 있어서 우리 회사와 네이버(모회사)의 차이가 뭔지 아느냐.. 등을 물어보셨었습니다.,{}
1차는 자소서에 자신있다고 적은 언어 위주로 질문하고 손코딩문제가 주어짐. 창의력을 필요로 하는 문제 있음. 2차는 인성면접으로 형식적으로 보는 느낌이었다.,{}
"1. 간단한 자기소개 2. 지원동기 3. 10년후 나의 모습 4. 10년후 나의 모습에서 언급한 내용 세부 질문(이를 위해 어떤 노력을 해왔고, 어떤 노력을 해갈것인 가)",{}
자기소개는 필수. 업무에 대한 이해와 질문이 많았음. 업무를 어느 정도 이해하고 있나.,{}
최근 읽은 개발관련 문서가 있나요? 있다면 설명해주세요.,{}
두분이 지원자 한명을 보았습니다. - 업무에 대한 내용을 알고 왔는지 - 개인의 역량이 어디까지 따라올지 - 존경하는 사람이나 잘 읽은 책 내용과 이유 등,{}
"경력사항에 관련해 물어보고, 자기 소개 등 발표시기 20일 후 합격 보통 도움이 돼요 0",{}
인턴 중 했던 프로젝트를 설명해 보라는 질문을 받았음,{}
보통은 직무에 관련해서 물어보십니다.,{}
(자소서상에서) 이부분은 이렇게 적혀있는데 좀 더 자세히 알려주세요.,{}
최근 트렌드와 중국의 견제 등 경쟁사와의 경쟁에대한 질문을 함,{}
전공관련 질문이 주를 이루었으며 기본 지식에 충실할 것,{}
